concept_id,concept_name,domain_id,vocabulary_id,standard_concept,condition,cohort_name,cohort_label,cohort_domain
4084172,Chemical-aggravated angioedema-urticaria,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4086676,Swelling or edema,Condition,SNOMED,non-standard,Edema,peripheral_edema,Peripheral oedema,condition
4087149,Dependent edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4087152,Edema of structure within eye,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4087153,Widespread retinal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4094011,Fine corneal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4094012,Abdominal wall edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4094513,Ankle edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4095994,Traumatic generalized cerebral edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4095997,Edema of thoracic cord,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4096619,Edema of cervical cord,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4096620,Edema of lumbar cord,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4096621,Edema of sacral cord,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4101027,Subconjunctival edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4101821,Edema of prepuce,Condition,SNOMED,non-standard,Edema,peripheral_edema,Peripheral oedema,condition
4102122,Genital edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4102131,Gravitational edema of leg,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4102320,Chronic acquired lymphedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4105178,Cystoid macular edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4109678,Pitting edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4121791,Lipedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4124333,Edema of clitoris,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4126002,Referral by lymphedema care nurse,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4127843,Edema of cervix,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4129675,Edema of breast,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4131335,Stomal edema,Meas Value,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4136481,Under care of lymphedema care nurse,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4141850,Referral to lymphedema care nurse,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4147210,Lymphatic edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4154456,Localized retinal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4155910,Generalized edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4158343,Peripheral edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4159367,Edema of nipple,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4159968,Corneal stromal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4161207,ACE inhibitor-aggravated angioedema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4171917,Localized edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4172672,Edema of skeletal muscle,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4173563,Pitting edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4175817,Massive edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4177665,Periorbital edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4179625,Subglottic edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4182393,Peripheral retinal edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4189298,Corneal epithelial edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4189299,Bullous corneal epithelial edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4195046,Clinically significant macular edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4195595,Localized edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4195695,Leukedema of mouth,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4196943,Edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4198564,Supraglottic edema,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4199409,Edema of trunk,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4205497,Lymphedema of limb,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4217627,Edema of the tongue,Condition,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
4220064,Peripheral edema,Observation,SNOMED,standard,Edema,peripheral_edema,Peripheral oedema,condition
